mix_code,dataset,flag_missing_cement,flag_missing_water,flag_missing_aggregate,flag_missing_wcr,flag_zero_cement,flag_zero_water,flag_zero_aggregate,flag_invalid_wcr,flag_missing_28d_strength,flag_missing_slump,data_quality_score
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
1,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
2,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
3,DS6,0,0,0,0,0,0,0,0,0,1,9
4,DS6,0,0,0,0,0,0,0,0,0,1,9
4,DS6,0,0,0,0,0,0,0,0,0,1,9
4,DS6,0,0,0,0,0,0,0,0,0,1,9
4,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
5,DS6,0,0,0,0,0,0,0,0,0,1,9
6,DS6,0,0,0,0,0,0,0,0,0,1,9
6,DS6,0,0,0,0,0,0,0,0,0,1,9
6,DS6,0,0,0,0,0,0,0,0,0,1,9
6,DS6,0,0,0,0,0,0,0,0,0,1,9
6,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
7,DS6,0,0,0,0,0,0,0,0,0,1,9
8,DS6,0,0,0,0,0,0,0,0,0,1,9
8,DS6,0,0,0,0,0,0,0,0,0,1,9
8,DS6,0,0,0,0,0,0,0,0,0,1,9
8,DS6,0,0,0,0,0,0,0,0,0,1,9
8,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
9,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
10,DS6,0,0,0,0,0,0,0,0,0,1,9
11,DS6,0,0,0,0,0,0,0,0,0,1,9
11,DS6,0,0,0,0,0,0,0,0,0,1,9
11,DS6,0,0,0,0,0,0,0,0,0,1,9
11,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
12,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
13,DS6,0,0,0,0,0,0,0,0,0,1,9
14,DS6,0,0,0,0,0,0,0,0,0,1,9
14,DS6,0,0,0,0,0,0,0,0,0,1,9
14,DS6,0,0,0,0,0,0,0,0,0,1,9
14,DS6,0,0,0,0,0,0,0,0,0,1,9
14,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
15,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
16,DS6,0,0,0,0,0,0,0,0,0,1,9
17,DS6,0,0,0,0,0,0,0,0,0,1,9
17,DS6,0,0,0,0,0,0,0,0,0,1,9
17,DS6,0,0,0,0,0,0,0,0,0,1,9
17,DS6,0,0,0,0,0,0,0,0,0,1,9
17,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
18,DS6,0,0,0,0,0,0,0,0,0,1,9
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
19,DS6,0,0,0,0,0,0,0,0,1,1,8
20,DS6,0,0,0,0,0,0,0,0,0,1,9
20,DS6,0,0,0,0,0,0,0,0,0,1,9
20,DS6,0,0,0,0,0,0,0,0,0,1,9
20,DS6,0,0,0,0,0,0,0,0,0,1,9
21,DS6,0,0,0,0,0,0,0,0,0,1,9
21,DS6,0,0,0,0,0,0,0,0,0,1,9
21,DS6,0,0,0,0,0,0,0,0,0,1,9
21,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
22,DS6,0,0,0,0,0,0,0,0,0,1,9
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
23,DS6,0,0,0,0,0,0,0,0,1,1,8
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
