mix_code,dataset,flag_missing_cement,flag_missing_water,flag_missing_aggregate,flag_missing_wcr,flag_zero_cement,flag_zero_water,flag_zero_aggregate,flag_invalid_wcr,flag_missing_28d_strength,flag_missing_slump,data_quality_score
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
24,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
25,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
26,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
27,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
28,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
29,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
30,DS6,0,0,0,0,0,0,0,0,0,1,9
31,DS6,0,0,0,0,0,0,0,0,0,1,9
31,DS6,0,0,0,0,0,0,0,0,0,1,9
31,DS6,0,0,0,0,0,0,0,0,0,1,9
31,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
32,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
33,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
34,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
35,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
36,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
37,DS6,0,0,0,0,0,0,0,0,0,1,9
38,DS6,0,0,0,0,0,0,0,0,0,1,9
38,DS6,0,0,0,0,0,0,0,0,0,1,9
38,DS6,0,0,0,0,0,0,0,0,0,1,9
38,DS6,0,0,0,0,0,0,0,0,0,1,9
38,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
39,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
40,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
41,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
42,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
43,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
44,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
45,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
46,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
47,DS6,0,0,0,0,0,0,0,0,0,1,9
48,DS6,0,0,0,0,0,0,0,0,0,1,9
48,DS6,0,0,0,0,0,0,0,0,0,1,9
48,DS6,0,0,0,0,0,0,0,0,0,1,9
48,DS6,0,0,0,0,0,0,0,0,0,1,9
48,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
49,DS6,0,0,0,0,0,0,0,0,0,1,9
