cement_kg_m3,blas_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,superplasticizer_percentage_weight_of_cement_%,natural_coarse_aggregate_kg_m3,natural_fine_aggregate_kg_m3,testing_age,water_cement_ratio,water_binder_ratio,coarse-agg_fine-agg_ratio,fck_mpa
277.00,0.00,0.00,191.00,0.00,0.00,968.00,856.00,90.00,0.69,0.69,1.13,31.25
277.00,0.00,0.00,191.00,0.00,0.00,968.00,856.00,180.00,0.69,0.69,1.13,32.33
277.00,0.00,0.00,191.00,0.00,0.00,968.00,856.00,360.00,0.69,0.69,1.13,33.70
254.00,0.00,0.00,198.00,0.00,0.00,968.00,863.00,3.00,0.78,0.78,1.12,9.31
254.00,0.00,0.00,198.00,0.00,0.00,968.00,863.00,90.00,0.78,0.78,1.12,26.94
254.00,0.00,0.00,198.00,0.00,0.00,968.00,863.00,180.00,0.78,0.78,1.12,27.63
254.00,0.00,0.00,198.00,0.00,0.00,968.00,863.00,365.00,0.78,0.78,1.12,29.79
307.00,0.00,0.00,193.00,0.00,0.00,968.00,812.00,180.00,0.63,0.63,1.19,34.49
307.00,0.00,0.00,193.00,0.00,0.00,968.00,812.00,365.00,0.63,0.63,1.19,36.15
307.00,0.00,0.00,193.00,0.00,0.00,968.00,812.00,3.00,0.63,0.63,1.19,12.54
307.00,0.00,0.00,193.00,0.00,0.00,968.00,812.00,28.00,0.63,0.63,1.19,27.53
307.00,0.00,0.00,193.00,0.00,0.00,968.00,812.00,90.00,0.63,0.63,1.19,32.92
236.00,0.00,0.00,193.00,0.00,0.00,968.00,885.00,7.00,0.82,0.82,1.09,9.99
200.00,0.00,0.00,180.00,0.00,0.00,1125.00,845.00,7.00,0.90,0.90,1.33,7.84
200.00,0.00,0.00,180.00,0.00,0.00,1125.00,845.00,28.00,0.90,0.90,1.33,12.25
225.00,0.00,0.00,181.00,0.00,0.00,1113.00,833.00,7.00,0.80,0.80,1.34,11.17
225.00,0.00,0.00,181.00,0.00,0.00,1113.00,833.00,28.00,0.80,0.80,1.34,17.34
325.00,0.00,0.00,184.00,0.00,0.00,1063.00,783.00,7.00,0.57,0.57,1.36,17.54
325.00,0.00,0.00,184.00,0.00,0.00,1063.00,783.00,28.00,0.57,0.57,1.36,30.57
275.00,0.00,0.00,183.00,0.00,0.00,1088.00,808.00,7.00,0.67,0.67,1.35,14.20
275.00,0.00,0.00,183.00,0.00,0.00,1088.00,808.00,28.00,0.67,0.67,1.35,24.50
300.00,0.00,0.00,184.00,0.00,0.00,1075.00,795.00,7.00,0.61,0.61,1.35,15.58
300.00,0.00,0.00,184.00,0.00,0.00,1075.00,795.00,28.00,0.61,0.61,1.35,26.85
375.00,0.00,0.00,186.00,0.00,0.00,1038.00,758.00,7.00,0.50,0.50,1.37,26.06
375.00,0.00,0.00,186.00,0.00,0.00,1038.00,758.00,28.00,0.50,0.50,1.37,38.21
400.00,0.00,0.00,187.00,0.00,0.00,1025.00,745.00,28.00,0.47,0.47,1.38,43.70
400.00,0.00,0.00,187.00,0.00,0.00,1025.00,745.00,7.00,0.47,0.47,1.38,30.14
250.00,0.00,0.00,182.00,0.00,0.00,1100.00,820.00,7.00,0.73,0.73,1.34,12.73
250.00,0.00,0.00,182.00,0.00,0.00,1100.00,820.00,28.00,0.73,0.73,1.34,20.87
350.00,0.00,0.00,186.00,0.00,0.00,1050.00,770.00,7.00,0.53,0.53,1.36,20.28
350.00,0.00,0.00,186.00,0.00,0.00,1050.00,770.00,28.00,0.53,0.53,1.36,34.29
203.50,305.30,0.00,203.50,0.00,0.00,963.40,630.00,7.00,1.00,0.40,1.53,19.54
250.20,166.80,0.00,203.50,0.00,0.00,977.60,694.10,90.00,0.81,0.49,1.41,47.71
157.00,236.00,0.00,192.00,0.00,0.00,935.40,781.20,90.00,1.22,0.49,1.20,43.38
141.30,212.00,0.00,203.50,0.00,0.00,971.80,748.50,28.00,1.44,0.58,1.30,29.89
166.80,250.20,0.00,203.50,0.00,0.00,975.60,692.60,3.00,1.22,0.49,1.41,6.90
122.60,183.90,0.00,203.50,0.00,0.00,958.20,800.10,90.00,1.66,0.66,1.20,33.19
183.90,122.60,0.00,203.50,0.00,0.00,959.20,800.00,3.00,1.11,0.66,1.20,4.90
102.00,153.00,0.00,192.00,0.00,0.00,887.00,942.00,3.00,1.88,0.75,0.94,4.57
102.00,153.00,0.00,192.00,0.00,0.00,887.00,942.00,90.00,1.88,0.75,0.94,25.46
122.60,183.90,0.00,203.50,0.00,0.00,958.20,800.10,28.00,1.66,0.66,1.20,24.29
166.80,250.20,0.00,203.50,0.00,0.00,975.60,692.60,28.00,1.22,0.49,1.41,33.95
200.00,133.00,0.00,192.00,0.00,0.00,965.40,806.20,3.00,0.96,0.58,1.20,11.41
108.30,162.40,0.00,203.50,0.00,0.00,938.20,849.00,28.00,1.88,0.75,1.11,20.59
305.30,203.50,0.00,203.50,0.00,0.00,965.40,631.00,7.00,0.67,0.40,1.53,25.89
108.30,162.40,0.00,203.50,0.00,0.00,938.20,849.00,90.00,1.88,0.75,1.11,29.23
116.00,173.00,0.00,192.00,0.00,0.00,909.80,891.90,90.00,1.66,0.66,1.02,31.02
141.30,212.00,0.00,203.50,0.00,0.00,971.80,748.50,7.00,1.44,0.58,1.30,10.39
157.00,236.00,0.00,192.00,0.00,0.00,935.40,781.20,28.00,1.22,0.49,1.20,33.66
133.00,200.00,0.00,192.00,0.00,0.00,927.40,839.20,28.00,1.44,0.58,1.11,27.87
250.20,166.80,0.00,203.50,0.00,0.00,977.60,694.10,7.00,0.81,0.49,1.41,19.35
173.00,116.00,0.00,192.00,0.00,0.00,946.80,856.80,7.00,1.11,0.66,1.11,11.39
192.00,288.00,0.00,192.00,0.00,0.00,929.80,716.10,3.00,1.00,0.40,1.30,12.79
192.00,288.00,0.00,192.00,0.00,0.00,929.80,716.10,28.00,1.00,0.40,1.30,39.32
153.00,102.00,0.00,192.00,0.00,0.00,888.00,943.10,3.00,1.25,0.75,0.94,4.78
288.00,192.00,0.00,192.00,0.00,0.00,932.00,717.80,3.00,0.67,0.40,1.30,16.11
305.30,203.50,0.00,203.50,0.00,0.00,965.40,631.00,28.00,0.67,0.40,1.53,43.38
236.00,157.00,0.00,192.00,0.00,0.00,972.60,749.10,7.00,0.81,0.49,1.30,20.42
173.00,116.00,0.00,192.00,0.00,0.00,946.80,856.80,3.00,1.11,0.66,1.11,6.94
212.00,141.30,0.00,203.50,0.00,0.00,973.40,750.00,7.00,0.96,0.58,1.30,15.03
236.00,157.00,0.00,192.00,0.00,0.00,972.60,749.10,3.00,0.81,0.49,1.30,13.57
183.90,122.60,0.00,203.50,0.00,0.00,959.20,800.00,90.00,1.11,0.66,1.20,32.53
166.80,250.20,0.00,203.50,0.00,0.00,975.60,692.60,7.00,1.22,0.49,1.41,15.75
102.00,153.00,0.00,192.00,0.00,0.00,887.00,942.00,7.00,1.88,0.75,0.94,7.68
288.00,192.00,0.00,192.00,0.00,0.00,932.00,717.80,28.00,0.67,0.40,1.30,38.80
212.00,141.30,0.00,203.50,0.00,0.00,973.40,750.00,28.00,0.96,0.58,1.30,33.00
102.00,153.00,0.00,192.00,0.00,0.00,887.00,942.00,28.00,1.88,0.75,0.94,17.28
173.00,116.00,0.00,192.00,0.00,0.00,946.80,856.80,28.00,1.11,0.66,1.11,24.28
183.90,122.60,0.00,203.50,0.00,0.00,959.20,800.00,28.00,1.11,0.66,1.20,24.05
133.00,200.00,0.00,192.00,0.00,0.00,927.40,839.20,90.00,1.44,0.58,1.11,36.59
192.00,288.00,0.00,192.00,0.00,0.00,929.80,716.10,90.00,1.00,0.40,1.30,50.73
133.00,200.00,0.00,192.00,0.00,0.00,927.40,839.20,7.00,1.44,0.58,1.11,13.66
305.30,203.50,0.00,203.50,0.00,0.00,965.40,631.00,3.00,0.67,0.40,1.53,14.14
236.00,157.00,0.00,192.00,0.00,0.00,972.60,749.10,90.00,0.81,0.49,1.30,47.78
108.30,162.40,0.00,203.50,0.00,0.00,938.20,849.00,3.00,1.88,0.75,1.11,2.33
157.00,236.00,0.00,192.00,0.00,0.00,935.40,781.20,7.00,1.22,0.49,1.20,16.89
288.00,192.00,0.00,192.00,0.00,0.00,932.00,717.80,7.00,0.67,0.40,1.30,23.52
212.00,141.30,0.00,203.50,0.00,0.00,973.40,750.00,3.00,0.96,0.58,1.30,6.81
212.00,141.30,0.00,203.50,0.00,0.00,973.40,750.00,90.00,0.96,0.58,1.30,39.70
153.00,102.00,0.00,192.00,0.00,0.00,888.00,943.10,28.00,1.25,0.75,0.94,17.96
236.00,157.00,0.00,192.00,0.00,0.00,972.60,749.10,28.00,0.81,0.49,1.30,32.88
116.00,173.00,0.00,192.00,0.00,0.00,909.80,891.90,28.00,1.66,0.66,1.02,22.35
183.90,122.60,0.00,203.50,0.00,0.00,959.20,800.00,7.00,1.11,0.66,1.20,10.79
108.30,162.40,0.00,203.50,0.00,0.00,938.20,849.00,7.00,1.88,0.75,1.11,7.72
203.50,305.30,0.00,203.50,0.00,0.00,963.40,630.00,28.00,1.00,0.40,1.53,41.68
203.50,305.30,0.00,203.50,0.00,0.00,963.40,630.00,3.00,1.00,0.40,1.53,9.56
133.00,200.00,0.00,192.00,0.00,0.00,927.40,839.20,3.00,1.44,0.58,1.11,6.88
288.00,192.00,0.00,192.00,0.00,0.00,932.00,717.80,90.00,0.67,0.40,1.30,50.53
200.00,133.00,0.00,192.00,0.00,0.00,965.40,806.20,7.00,0.96,0.58,1.20,17.17
200.00,133.00,0.00,192.00,0.00,0.00,965.40,806.20,28.00,0.96,0.58,1.20,30.44
250.20,166.80,0.00,203.50,0.00,0.00,977.60,694.10,3.00,0.81,0.49,1.41,9.73
122.60,183.90,0.00,203.50,0.00,0.00,958.20,800.10,3.00,1.66,0.66,1.20,3.32
153.00,102.00,0.00,192.00,0.00,0.00,888.00,943.10,90.00,1.25,0.75,0.94,26.32
200.00,133.00,0.00,192.00,0.00,0.00,965.40,806.20,90.00,0.96,0.58,1.20,43.25
116.00,173.00,0.00,192.00,0.00,0.00,909.80,891.90,3.00,1.66,0.66,1.02,6.28
173.00,116.00,0.00,192.00,0.00,0.00,946.80,856.80,90.00,1.11,0.66,1.11,32.10
250.20,166.80,0.00,203.50,0.00,0.00,977.60,694.10,28.00,0.81,0.49,1.41,36.96
305.30,203.50,0.00,203.50,0.00,0.00,965.40,631.00,90.00,0.67,0.40,1.53,54.60
192.00,288.00,0.00,192.00,0.00,0.00,929.80,716.10,7.00,1.00,0.40,1.30,21.48
157.00,236.00,0.00,192.00,0.00,0.00,935.40,781.20,3.00,1.22,0.49,1.20,9.69
153.00,102.00,0.00,192.00,0.00,0.00,888.00,943.10,7.00,1.25,0.75,0.94,8.37
141.30,212.00,0.00,203.50,0.00,0.00,971.80,748.50,90.00,1.44,0.58,1.30,39.66
116.00,173.00,0.00,192.00,0.00,0.00,909.80,891.90,7.00,1.66,0.66,1.02,10.09
141.30,212.00,0.00,203.50,0.00,0.00,971.80,748.50,3.00,1.44,0.58,1.30,4.83
122.60,183.90,0.00,203.50,0.00,0.00,958.20,800.10,7.00,1.66,0.66,1.20,10.35
166.80,250.20,0.00,203.50,0.00,0.00,975.60,692.60,90.00,1.22,0.49,1.41,43.57
203.50,305.30,0.00,203.50,0.00,0.00,963.40,630.00,90.00,1.00,0.40,1.53,51.86
310.00,0.00,0.00,192.00,0.00,0.00,1012.00,830.00,3.00,0.62,0.62,1.22,11.85
310.00,0.00,0.00,192.00,0.00,0.00,1012.00,830.00,7.00,0.62,0.62,1.22,17.24
310.00,0.00,0.00,192.00,0.00,0.00,1012.00,830.00,28.00,0.62,0.62,1.22,27.83
310.00,0.00,0.00,192.00,0.00,0.00,1012.00,830.00,90.00,0.62,0.62,1.22,35.76
310.00,0.00,0.00,192.00,0.00,0.00,1012.00,830.00,120.00,0.62,0.62,1.22,38.70
331.00,0.00,0.00,192.00,0.00,0.00,1025.00,821.00,3.00,0.58,0.58,1.25,14.31
331.00,0.00,0.00,192.00,0.00,0.00,1025.00,821.00,7.00,0.58,0.58,1.25,17.44
331.00,0.00,0.00,192.00,0.00,0.00,1025.00,821.00,28.00,0.58,0.58,1.25,31.74
331.00,0.00,0.00,192.00,0.00,0.00,1025.00,821.00,90.00,0.58,0.58,1.25,37.91
331.00,0.00,0.00,192.00,0.00,0.00,1025.00,821.00,120.00,0.58,0.58,1.25,39.38
349.00,0.00,0.00,192.00,0.00,0.00,1056.00,809.00,3.00,0.55,0.55,1.31,15.87
349.00,0.00,0.00,192.00,0.00,0.00,1056.00,809.00,7.00,0.55,0.55,1.31,9.01
349.00,0.00,0.00,192.00,0.00,0.00,1056.00,809.00,28.00,0.55,0.55,1.31,33.61
349.00,0.00,0.00,192.00,0.00,0.00,1056.00,809.00,90.00,0.55,0.55,1.31,40.66
349.00,0.00,0.00,192.00,0.00,0.00,1056.00,809.00,120.00,0.55,0.55,1.31,40.86
238.00,0.00,0.00,186.00,0.00,0.00,1119.00,789.00,7.00,0.78,0.78,1.42,12.05
238.00,0.00,0.00,186.00,0.00,0.00,1119.00,789.00,28.00,0.78,0.78,1.42,17.54
296.00,0.00,0.00,186.00,0.00,0.00,1090.00,769.00,7.00,0.63,0.63,1.42,18.91
296.00,0.00,0.00,186.00,0.00,0.00,1090.00,769.00,28.00,0.63,0.63,1.42,25.18
297.00,0.00,0.00,186.00,0.00,0.00,1040.00,734.00,7.00,0.63,0.63,1.42,30.96
480.00,0.00,0.00,192.00,0.00,0.00,936.00,721.00,28.00,0.40,0.40,1.30,43.89
480.00,0.00,0.00,192.00,0.00,0.00,936.00,721.00,90.00,0.40,0.40,1.30,54.28
397.00,0.00,0.00,186.00,0.00,0.00,1040.00,734.00,28.00,0.47,0.47,1.42,36.94
281.00,0.00,0.00,186.00,0.00,0.00,1104.00,774.00,7.00,0.66,0.66,1.43,14.50
281.00,0.00,0.00,185.00,0.00,0.00,1104.00,774.00,28.00,0.66,0.66,1.43,22.44
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,1.00,0.40,0.40,1.84,12.64
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,3.00,0.40,0.40,1.84,26.06
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,7.00,0.40,0.40,1.84,33.21
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,14.00,0.40,0.40,1.84,36.94
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,28.00,0.40,0.40,1.84,44.09
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,7.00,0.32,0.32,1.84,52.61
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,14.00,0.32,0.32,1.84,59.76
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,28.00,0.32,0.32,1.84,67.31
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,90.00,0.32,0.32,1.84,69.66
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,180.00,0.32,0.32,1.84,71.62
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,270.00,0.32,0.32,1.84,74.17
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,7.00,0.58,0.58,1.26,18.13
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,14.00,0.58,0.58,1.26,22.53
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,28.00,0.58,0.58,1.26,27.34
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,56.00,0.58,0.58,1.26,29.98
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,90.00,0.58,0.58,1.26,31.35
350.00,0.00,0.00,203.00,0.00,0.00,974.00,775.00,180.00,0.58,0.58,1.26,32.72
385.00,0.00,0.00,186.00,0.00,0.00,966.00,763.00,1.00,0.48,0.48,1.27,6.27
385.00,0.00,0.00,186.00,0.00,0.00,966.00,763.00,3.00,0.48,0.48,1.27,14.70
385.00,0.00,0.00,186.00,0.00,0.00,966.00,763.00,7.00,0.48,0.48,1.27,23.22
385.00,0.00,0.00,186.00,0.00,0.00,966.00,763.00,14.00,0.48,0.48,1.27,27.92
385.00,0.00,0.00,186.00,0.00,0.00,966.00,763.00,28.00,0.48,0.48,1.27,31.35
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,180.00,0.58,0.58,1.19,39.00
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,360.00,0.58,0.58,1.19,41.24
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,3.00,0.55,0.55,1.30,14.99
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,3.00,0.58,0.58,1.19,13.52
382.00,0.00,0.00,186.00,0.00,0.00,1047.00,739.00,7.00,0.49,0.49,1.42,24.00
382.00,0.00,0.00,186.00,0.00,0.00,1047.00,739.00,28.00,0.49,0.49,1.42,37.42
382.00,0.00,0.00,186.00,0.00,0.00,1111.00,784.00,7.00,0.49,0.49,1.42,11.47
281.00,0.00,0.00,186.00,0.00,0.00,1104.00,774.00,28.00,0.66,0.66,1.43,22.44
339.00,0.00,0.00,185.00,0.00,0.00,1069.00,754.00,7.00,0.55,0.55,1.42,21.16
339.00,0.00,0.00,185.00,0.00,0.00,1069.00,754.00,28.00,0.55,0.55,1.42,31.84
295.00,0.00,0.00,185.00,0.00,0.00,1069.00,769.00,7.00,0.63,0.63,1.39,14.80
295.00,0.00,0.00,185.00,0.00,0.00,1069.00,769.00,28.00,0.63,0.63,1.39,25.18
238.00,0.00,0.00,185.00,0.00,0.00,1118.00,789.00,28.00,0.78,0.78,1.42,17.54
296.00,0.00,0.00,192.00,0.00,0.00,1085.00,765.00,7.00,0.65,0.65,1.42,14.20
296.00,0.00,0.00,192.00,0.00,0.00,1085.00,765.00,28.00,0.65,0.65,1.42,21.65
296.00,0.00,0.00,192.00,0.00,0.00,1085.00,765.00,90.00,0.65,0.65,1.42,29.39
331.00,0.00,0.00,192.00,0.00,0.00,879.00,825.00,3.00,0.58,0.58,1.07,13.52
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,7.00,0.58,0.58,1.19,16.26
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,28.00,0.58,0.58,1.19,31.45
331.00,0.00,0.00,192.00,0.00,0.00,978.00,825.00,90.00,0.58,0.58,1.19,37.23
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,7.00,0.55,0.55,1.30,18.13
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,28.00,0.55,0.55,1.30,32.72
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,90.00,0.55,0.55,1.30,39.49
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,180.00,0.55,0.55,1.30,41.05
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,360.00,0.55,0.55,1.30,42.13
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,14.00,0.67,0.67,1.19,18.13
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,180.00,0.67,0.67,1.19,26.74
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,180.00,0.36,0.36,1.84,61.92
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,90.00,0.40,0.40,1.84,47.22
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,180.00,0.40,0.40,1.84,51.04
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,270.00,0.40,0.40,1.84,55.16
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,3.00,0.32,0.32,1.84,41.64
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,7.00,0.73,0.73,1.42,13.71
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,28.00,0.73,0.73,1.42,19.69
339.00,0.00,0.00,185.00,0.00,0.00,1060.00,754.00,28.00,0.55,0.55,1.41,31.65
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,3.00,0.49,0.49,1.24,19.11
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,28.00,0.49,0.49,1.24,39.58
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,90.00,0.49,0.49,1.24,48.79
382.00,0.00,0.00,185.00,0.00,0.00,1047.00,739.00,7.00,0.48,0.48,1.42,24.00
382.00,0.00,0.00,185.00,0.00,0.00,1047.00,739.00,28.00,0.48,0.48,1.42,37.42
252.00,0.00,0.00,186.00,0.00,0.00,1111.00,784.00,7.00,0.74,0.74,1.42,11.47
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,28.00,0.73,0.73,1.42,19.69
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,7.00,0.62,0.62,1.14,14.99
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,28.00,0.62,0.62,1.14,27.92
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,90.00,0.62,0.62,1.14,34.68
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,180.00,0.62,0.62,1.14,37.33
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,360.00,0.62,0.62,1.14,38.11
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,3.00,0.36,0.36,1.84,33.80
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,7.00,0.36,0.36,1.84,42.42
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,14.00,0.36,0.36,1.84,48.40
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,28.00,0.36,0.36,1.84,55.94
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,90.00,0.36,0.36,1.84,58.78
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,270.00,0.36,0.36,1.84,67.11
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,14.00,0.63,0.63,1.22,20.77
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,28.00,0.63,0.63,1.22,25.18
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,180.00,0.63,0.63,1.22,29.59
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,28.00,0.67,0.67,1.19,21.75
